# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (275, 1.3150066), (283, 1.2461213), (70*, 1.2338202), (14, 1.1974379), (83, 1.1642936), (268, 1.1038462), (137, 1.066821), (216, 0.9929408), (100, 0.9108479), (124, 0.8790612)
16: (357*, 3.9797037), (50, 3.7835639), (127*, 3.545748), (496*, 3.357252), (187, 3.3394103), (182*, 3.2985945), (173, 3.2889364), (238, 3.0934424), (202*, 3.0826728), (210, 3.0426404)
91: (194, 2.9371772), (205*, 2.9273102), (496, 2.7710533), (135*, 2.7700999), (523, 2.723965), (199, 2.6807551), (185, 2.6617846), (96, 2.630865), (23, 2.4110372), (197, 2.3968692)
294: (288*, 4.933937), (258*, 4.525784), (1*, 3.7289784), (222*, 3.452818), (333*, 3.1886013), (302, 2.8805466), (15, 2.5446553), (25, 2.4732938), (289, 2.2931411), (9, 2.2880645)
229: (333, 1.4857309), (690, 1.377374), (301, 1.3771712), (307, 1.3724808), (268, 1.3589087), (294, 1.3333074), (326, 1.3328508), (316*, 1.2568183), (332, 1.2255331), (310, 1.2110267)
36: (313, 1.2792653), (300, 1.180388), (258, 1.1216985), (302, 1.0913037), (328, 1.027599), (294, 0.9883824), (286, 0.9333109), (272, 0.9095618), (269*, 0.837835), (307*, 0.83647496)
70: (173*, 3.4148824), (210*, 3.2416885), (228*, 3.1257741), (204*, 3.026569), (195, 2.511489), (71*, 2.4375768), (22, 2.3211536), (496*, 2.3199325), (208*, 2.2998598), (258, 2.104213)
14: (100*, 4.3775606), (1, 3.6195998), (475*, 2.9995086), (127*, 2.920696), (483, 2.6441777), (257, 2.603595), (209, 2.520931), (169, 2.4090838), (135, 2.3335698), (191*, 2.2903805)
295: (28, 4.1687865), (172*, 4.136071), (204*, 4.081371), (88*, 3.9126852), (82*, 3.5608797), (202*, 3.4368868), (393, 3.3169181), (135, 3.1291382), (432, 3.125103), (176, 3.0143874)
233: (197*, 3.1212223), (427, 3.1089725), (496, 3.0523198), (132, 2.944031), (216*, 2.9328656), (194*, 2.788526), (28, 2.7355175), (64*, 2.724472), (181, 2.6347308), (172, 2.6338177)
214: (475*, 3.7841003), (168*, 3.4246652), (7*, 3.1751695), (286, 3.092045), (172*, 3.0619698), (474, 2.7298367), (276*, 2.6456409), (183, 2.554842), (150, 2.5245264), (204, 2.4875112)
192: (286, 1.8493474), (181, 1.6979101), (237, 1.6037098), (1, 1.5689342), (275, 1.5330235), (300, 1.5280639), (288, 1.5039227), (117, 1.4834005), (475, 1.3794334), (222, 1.3698341)
100: (333*, 2.5900917), (307, 2.4677014), (748, 2.4559937), (301, 2.3641953), (332, 2.2244074), (268*, 2.129539), (271*, 2.082526), (327, 2.0421975), (331, 2.0097864), (303, 1.8817935)
307: (174*, 3.7149608), (173*, 3.6965086), (228*, 3.6561627), (176, 2.9574003), (1*, 2.9415567), (169*, 2.8571992), (98, 2.6464274), (191, 2.502667), (151, 2.4989414), (28*, 2.4752657)
297: (98*, 3.8487887), (174*, 3.6454835), (172, 3.460111), (173*, 3.452811), (127, 3.2444696), (268*, 2.9128115), (222*, 2.893664), (318, 2.8032997), (276, 2.7086182), (179, 2.6005204)
193: (300*, 2.5851626), (294*, 2.296229), (302, 2.1258087), (237*, 2.078586), (272, 2.067928), (64, 1.9280869), (22, 1.9221349), (50, 1.8400927), (12, 1.7857989), (742*, 1.7442092)
113: (286*, 2.019665), (300*, 2.0009449), (313, 1.8648857), (100*, 1.8543584), (294*, 1.7269024), (302, 1.617174), (333*, 1.5645878), (50*, 1.4443657), (475, 1.4401356), (276, 1.4313321)
275: (181*, 3.5945895), (172, 2.768292), (228*, 2.414056), (168, 2.3341384), (121*, 2.2851105), (183*, 2.0059652), (204, 1.972585), (82, 1.9146671), (151, 1.9004188), (89*, 1.8530103)
219: (286, 1.3822892), (313, 1.0573903), (268, 0.8271908), (302, 0.8158542), (288, 0.7919686), (582, 0.7833893), (200, 0.6611918), (301, 0.63986844), (86, 0.6177913), (98, 0.6170617)
218: (174, 1.9856588), (182, 1.7927276), (50, 1.7782233), (172, 1.7774956), (127, 1.766409), (474, 1.6994215), (238, 1.6517204), (156, 1.650094), (475, 1.6057328), (134, 1.5911149)
123: (197*, 1.84616), (318, 1.7314581), (98*, 1.6140724), (134*, 1.5559882), (124, 1.5559417), (357, 1.5261828), (603, 1.516321), (137, 1.4831446), (191, 1.4727786), (237, 1.4718845)
158: (96*, 4.3503222), (100*, 3.4584281), (257, 3.4513927), (144*, 3.3565114), (405, 3.1322901), (250*, 3.109618), (121*, 2.9895222), (515, 2.8803883), (183*, 2.7711878), (248, 2.7130015)
302: (313, 1.1935774), (300, 1.1104302), (258*, 1.0368891), (302, 0.99616235), (328*, 0.9487888), (288, 0.9212981), (286, 0.87145394), (272, 0.8365467), (269, 0.80061615), (294*, 0.80018145)
23: (50*, 4.4901986), (168, 3.7917354), (89*, 3.5790715), (173*, 3.449418), (222*, 2.953737), (210, 2.9202738), (83*, 2.8666084), (191*, 2.7846968), (169, 2.7573106), (135, 2.6871097)
296: (127*, 5.082881), (302, 3.5516229), (174, 3.3672683), (7*, 3.1526725), (300, 3.0451891), (283, 2.7288177), (237*, 2.6979384), (408, 2.672616), (116, 2.611565), (12, 2.6055763)
33: (288*, 2.1061463), (286, 1.8933665), (302, 1.8792043), (748, 1.7453977), (272, 1.6204146), (326, 1.6182373), (269, 1.5634518), (245*, 1.3739027), (315, 1.3703138), (690, 1.3662462)
154: (98, 2.1406798), (127, 2.0628867), (56, 1.9753467), (100, 1.9114869), (183, 1.8562498), (23, 1.8188572), (603, 1.7340456), (483, 1.6663978), (179, 1.6499578), (181, 1.6251335)
77: (172*, 3.2706296), (204, 2.4148023), (176*, 2.3938725), (135, 2.3207862), (79, 2.3086889), (22, 2.1372755), (7, 2.1329846), (12, 2.039645), (64, 2.0319693), (318, 1.9949853)
270: (100, 3.3463416), (9, 3.2380004), (151, 3.1554036), (660, 2.655634), (52, 2.5022738), (89, 2.3002536), (91, 2.26889), (137, 2.2614455), (179, 2.2576265), (190, 2.2530866)
187: (318, 2.3110485), (286, 1.9584222), (88, 1.802394), (98, 1.7824005), (174, 1.7508326), (357, 1.6567698), (269, 1.6511253), (283, 1.6499588), (168*, 1.6090505), (238, 1.6001813)
170: (313, 2.3623343), (286, 1.8065778), (302, 1.6594867), (748, 1.6274792), (307, 1.4833667), (272, 1.4430944), (332, 1.2938966), (271, 1.2754414), (269, 1.236877), (690, 1.2326744)
101: (121*, 2.727542), (118*, 2.1878884), (742*, 2.0818582), (15, 2.0800276), (181*, 2.022695), (151*, 1.9273871), (25, 1.880066), (100, 1.773219), (282*, 1.6846656), (546*, 1.629488)
184: (86*, 3.82756), (70*, 3.4995537), (462*, 3.281043), (190, 2.9604917), (83, 2.9417126), (179, 2.888214), (151, 2.8714359), (238*, 2.8268018), (111, 2.7994702), (69*, 2.6986399)
112: (313*, 4.3065877), (333*, 2.6334343), (307*, 2.5114443), (326, 2.4681666), (690*, 2.4392881), (288, 2.3638113), (310*, 2.2746415), (340, 2.0951285), (268, 2.043821), (270, 2.029501)
133: (302, 1.8895948), (328*, 1.6994705), (748, 1.4111989), (315*, 1.4091625), (288, 1.3976214), (333, 1.3725708), (690, 1.3239836), (307, 1.2935115), (301, 1.2807698), (326, 1.2672802)
215: (172*, 3.8399396), (69, 3.174769), (56*, 3.1719258), (318, 3.0526137), (135, 2.9139311), (79, 2.8964255), (173, 2.8556612), (28*, 2.671134), (1, 2.6087072), (427, 2.602052)
69: (100*, 2.7398791), (127, 2.4996328), (7*, 2.1832433), (1, 1.9785178), (286, 1.9677563), (276, 1.9471225), (313, 1.8515539), (508*, 1.7198619), (156, 1.6968153), (237*, 1.6394775)
104: (300*, 2.7734406), (294*, 2.4848375), (313*, 2.4296765), (1, 2.3845701), (298, 2.156511), (748*, 2.1421978), (405*, 2.0737627), (742, 2.0153685), (269*, 1.9995327), (151, 1.7154577)
240: (258, 2.7204099), (328, 2.204614), (315, 1.9714789), (333, 1.9456589), (294, 1.8216519), (268, 1.7529438), (326, 1.7143259), (690, 1.7069349), (748*, 1.6924561), (340*, 1.5787865)
144: (275, 4.0747733), (318*, 3.9744864), (1*, 3.2501652), (12*, 3.242996), (79, 3.204352), (111, 2.9369419), (269, 2.9279318), (357*, 2.8591757), (283, 2.8194902), (97, 2.7842536)
191: (313*, 2.5683067), (300*, 2.0241947), (258, 1.9176395), (328*, 1.7501122), (268, 1.5162058), (333, 1.5023055), (690, 1.4811143), (326, 1.3859062), (332*, 1.3627031), (347, 1.3364369)
61: (313, 2.2267244), (302, 1.6476471), (286, 1.641093), (288, 1.5350531), (272, 1.4768232), (269*, 1.4104143), (326, 1.3331416), (307, 1.3056482), (315, 1.2337531), (271*, 1.162904)
142: (50, 1.6927735), (258, 1.5423766), (313, 1.258143), (168, 1.1483842), (269, 1.1382205), (302, 1.1044556), (172, 1.0350741), (475, 1.0074881), (271, 1.0005208), (56, 0.9885661)
177: (127*, 3.3976219), (357, 3.1111836), (176*, 2.8324664), (200*, 2.7838354), (22*, 2.7355192), (96*, 2.6244273), (180, 2.5579324), (286, 2.482177), (234, 2.2797258), (187*, 2.2494745)
203: (100*, 2.3727925), (222*, 2.0030112), (121, 2.0024724), (117*, 1.9740266), (300, 1.7949145), (294*, 1.7557354), (405, 1.7069913), (15, 1.6043983), (127, 1.5082752), (25, 1.5063896)
21: (288*, 5.5073867), (333, 2.8417745), (234*, 2.7194602), (218*, 2.5034077), (475, 2.3244991), (268, 2.2188408), (313, 2.1589875), (183, 2.1197472), (276, 2.0988278), (271, 2.0725834)
197: (96*, 3.8734634), (258*, 3.7377279), (228*, 2.7770028), (210*, 2.6355922), (227*, 2.553469), (269, 2.46299), (144, 2.4309504), (315, 2.4243743), (310, 2.3158524), (12, 2.2594879)
134: (288, 2.051934), (272, 1.9450177), (333, 1.8413292), (307, 1.619017), (315*, 1.5947652), (690, 1.5341495), (245, 1.5227122), (332, 1.417275), (271, 1.3964741), (310, 1.3816077)
180: (70, 1.663387), (88, 1.4783776), (196*, 1.4314437), (69*, 1.418275), (173*, 1.4174185), (98*, 1.3932168), (582, 1.3578598), (28*, 1.3250301), (275, 1.3119209), (86, 1.3099846)
236: (300, 2.9143374), (1, 2.8111525), (357, 2.7196019), (127*, 2.7008634), (258, 2.5476456), (64*, 2.4724004), (121, 2.3263516), (97*, 2.3009875), (133*, 2.2504804), (22, 2.2397282)
263: (172, 4.1307373), (318*, 3.4877157), (427, 3.4338984), (480*, 3.0735345), (191, 3.0387042), (603, 2.9926631), (498*, 2.9426553), (294*, 2.87807), (97*, 2.8616593), (173, 2.8539112)
109: (121*, 4.7196355), (64*, 3.5748649), (28*, 3.554536), (183*, 3.2815397), (71*, 3.1349616), (566*, 2.875079), (15*, 2.828543), (215*, 2.7277503), (229*, 2.656809), (288*, 2.623007)
64: (79*, 4.1521273), (181*, 4.063058), (204, 3.9878054), (176*, 3.819436), (12*, 3.5028586), (357, 3.4843323), (191*, 3.3803263), (483, 3.0691988), (97*, 3.054415), (258*, 3.0367107)
114: (50, 2.7130656), (174, 2.5917852), (127, 2.019806), (427, 1.8096828), (181, 1.7971882), (23, 1.794484), (603, 1.7353054), (185, 1.7350533), (12, 1.7296561), (64, 1.6324396)
239: (134*, 3.6875844), (654*, 3.4928463), (23, 3.3144176), (197, 3.2879946), (657, 3.117573), (480, 3.0627239), (285, 2.945086), (191, 2.9442546), (127, 2.8994298), (302, 2.6093416)
117: (181*, 4.2980714), (100, 3.24527), (257*, 2.96161), (294, 2.753242), (258*, 2.6092508), (174*, 2.56964), (250, 2.379226), (127, 2.3297293), (24, 2.3274004), (98*, 2.129179)
65: (318*, 3.3771067), (357, 2.5497973), (174, 2.4235551), (28*, 2.3586752), (22, 2.3426104), (132, 2.2361465), (143, 2.172279), (204, 2.11717), (496, 2.1142228), (275, 2.1140523)
137: (258, 2.6048188), (405*, 2.3368921), (257*, 2.314672), (7, 2.1896338), (127, 2.1194587), (228, 2.0487134), (176, 1.9521596), (79*, 1.9008685), (100, 1.7695082), (515, 1.7347183)
257: (283, 2.3896282), (9, 2.2168844), (7, 1.9543507), (222, 1.9321003), (25, 1.8186283), (408, 1.8035215), (124, 1.8029675), (268, 1.770556), (83, 1.754569), (276*, 1.7527078)
111: (300, 1.9332453), (258*, 1.8796513), (315*, 1.6566094), (301*, 1.3849869), (690, 1.37405), (268, 1.3362561), (333*, 1.3222815), (316, 1.315695), (307*, 1.2860527), (750, 1.250333)
285: (50, 1.9232509), (294, 1.7635554), (272, 1.5579988), (268, 1.555795), (98, 1.5363383), (100*, 1.5326672), (333, 1.5221666), (127, 1.4606545), (328, 1.4184682), (181, 1.402262)
96: (172, 3.001271), (357, 2.619121), (100*, 2.4665763), (168, 2.421835), (22, 2.3371537), (135, 2.2706554), (12, 2.1509423), (69, 2.1372018), (96*, 2.0779893), (204, 2.051696)
116: (269*, 3.9234672), (316, 2.5218935), (327, 2.4116302), (245, 2.275783), (347*, 2.2513487), (292*, 1.9371234), (100, 1.8935313), (319, 1.8455161), (321, 1.7763659), (242, 1.7675585)
73: (50, 2.7013168), (98, 2.5657089), (174, 2.244794), (23, 2.174164), (302, 2.1084561), (357*, 2.0998018), (168, 2.0866997), (182, 2.0844643), (175*, 2.063709), (238, 1.9467877)
221: (12*, 3.5660367), (56*, 3.5498765), (11, 2.8650918), (273*, 2.8468657), (144*, 2.8293593), (182, 2.8043056), (195, 2.7727365), (174*, 2.614789), (127, 2.55525), (22, 2.5133233)
235: (127, 2.53338), (191*, 2.3334084), (286, 2.2912924), (172, 2.1697218), (89, 2.15557), (199, 2.1443229), (269*, 2.1045392), (14, 2.0562694), (134, 2.0336688), (603*, 2.0226471)
164: (50, 3.0460994), (118*, 3.033788), (288, 2.9181225), (294, 2.8640938), (127, 2.6799605), (282*, 2.497575), (15, 2.3753464), (286, 2.2648337), (546, 2.250442), (7, 2.1738868)
281: (313, 2.4154449), (328, 1.9481035), (302, 1.8027661), (286, 1.7501863), (272, 1.5866405), (307, 1.4754523), (269, 1.4423704), (315, 1.3208541), (245, 1.2909492), (332*, 1.2853769)
182: (50*, 2.15727), (100*, 1.5268903), (117, 1.4260744), (151, 1.3979136), (111*, 1.2746449), (125, 1.1836107), (257*, 1.1782185), (294, 1.1547645), (742, 1.1348207), (174, 1.1287504)
129: (313*, 2.3311384), (328, 1.5831538), (315, 1.5054762), (333, 1.3146931), (690, 1.3145), (301, 1.2817185), (307*, 1.2518654), (326, 1.2149843), (268*, 1.1917453), (316, 1.1898676)
45: (117, 2.6285903), (181*, 2.3398535), (405, 2.31258), (125, 2.182251), (257*, 2.0869787), (118*, 2.0350149), (222, 1.941212), (471, 1.7913604), (9, 1.7362186), (475, 1.6053709)
131: (286*, 2.1315005), (100*, 1.8889474), (283, 1.5239208), (237, 1.4024447), (258, 1.3450273), (111, 1.208157), (116, 1.1991771), (127*, 1.1947795), (300, 1.16675), (475, 1.1522809)
230: (98*, 3.985954), (318, 3.7796152), (423*, 3.742788), (172*, 3.5327973), (132*, 3.2843952), (15, 3.1619968), (173, 3.0006292), (215, 2.962734), (191, 2.9417212), (168*, 2.7727807)
126: (300*, 3.1458368), (269, 2.6437006), (258*, 2.6243708), (288*, 2.2105172), (307, 2.140018), (748, 2.0395265), (301, 1.9963162), (332*, 1.9826212), (268, 1.8585769), (750, 1.7957597)
231: (117, 1.5514853), (222, 1.4491662), (237, 1.3944683), (300*, 1.3919026), (100, 1.319182), (258, 1.31629), (15*, 1.285878), (257, 1.2270186), (118, 1.2192923), (125, 1.13611)
280: (69*, 4.252155), (64, 3.605973), (22*, 3.4291937), (15, 3.3797553), (196, 3.339452), (28, 3.3332963), (143, 3.3176525), (97, 3.178426), (88*, 3.1155727), (218*, 3.0782707)
288: (56, 3.0195296), (313, 2.5040138), (302, 2.4108534), (187, 2.368711), (9, 2.3213902), (181, 2.301405), (172, 2.2121944), (79, 2.1982157), (191, 2.1326842), (288, 2.0836005)
152: (318, 3.1915247), (216, 3.051303), (66*, 2.8581104), (71*, 2.8086398), (70, 2.7229137), (28, 2.705532), (742, 2.6932864), (1, 2.6894789), (282, 2.5647244), (196, 2.5336156)
217: (89, 2.4035585), (228, 2.1117973), (230, 2.0755825), (227, 1.975415), (431, 1.8448278), (229, 1.8186046), (403*, 1.7485924), (188, 1.7232207), (265, 1.6756885), (161, 1.6440265)
79: (269*, 2.8749979), (14, 2.510609), (475, 2.3814511), (181, 2.0626607), (7*, 2.0178173), (9, 1.9819002), (302, 1.9188682), (300, 1.7549117), (408, 1.7078733), (151, 1.6802255)
75: (50, 2.7776086), (117*, 2.7277822), (181, 2.626248), (257, 2.556041), (100*, 2.469279), (7, 2.4419634), (237*, 2.4262884), (15, 2.2563064), (298, 1.7620289), (276, 1.7319546)
245: (50*, 1.6311513), (121, 1.3716024), (1, 1.3330003), (118, 1.0091398), (405, 0.9988242), (294, 0.99471116), (117, 0.9938078), (257, 0.98849946), (15, 0.96444553), (7, 0.90694445)
282: (313, 1.9822186), (286, 1.6779543), (258*, 1.6104331), (272, 1.6033502), (328, 1.3949032), (315, 1.3588059), (294*, 1.2579292), (301, 1.2046213), (307*, 1.2003558), (326, 1.138177)
78: (300, 1.0800974), (286, 1.0326438), (313, 1.022492), (258, 0.99017876), (268, 0.856146), (333, 0.813992), (328, 0.7942866), (302, 0.78478205), (15, 0.7651013), (100, 0.7551017)
118: (183, 3.0547507), (179*, 2.9830947), (234*, 2.8765154), (12, 2.723665), (357, 2.6752975), (50, 2.4300263), (182, 2.3587759), (127, 2.3227596), (474*, 2.3117995), (176*, 2.3018918)
283: (1, 2.7262306), (181, 2.5384712), (172, 2.4338884), (174, 2.256422), (588*, 1.9659663), (496, 1.8851972), (8, 1.8699101), (169, 1.8425809), (257, 1.8026459), (28, 1.7875602)
171: (300, 2.4501026), (328, 2.034383), (333, 1.8399174), (301, 1.7603244), (307, 1.6816897), (326*, 1.6048454), (316, 1.6046473), (294, 1.5607427), (332, 1.5447056), (750, 1.5361564)
107: (272, 1.6739635), (328, 1.5177609), (315, 1.4259758), (301, 1.3391601), (294, 1.321021), (307, 1.273519), (326, 1.2135012), (690, 1.1858227), (332, 1.1440395), (748, 1.1311048)
226: (100, 2.817112), (50, 2.7976136), (181, 2.1288095), (127, 1.956667), (475, 1.77153), (1, 1.6745371), (276, 1.5863112), (137, 1.5248072), (222, 1.5203866), (89*, 1.4989705)
306: (286*, 1.8224936), (285*, 1.7749308), (137, 1.6428883), (124, 1.3567885), (9, 1.2351238), (257*, 1.1766171), (475, 1.1320099), (237, 1.1257635), (276, 1.1057969), (83, 1.0982616)
173: (313, 4.4157276), (272, 3.1274815), (288, 3.098472), (333, 2.846068), (315, 2.6419666), (307, 2.5504007), (748, 2.478138), (268*, 2.2830694), (340, 2.1658754), (271, 2.1624353)
185: (100, 1.8111299), (300, 1.8002847), (313, 1.7738699), (98, 1.6150811), (127*, 1.4865097), (69, 1.3608713), (357, 1.342702), (191, 1.2868534), (294, 1.2859453), (174, 1.253859)
150: (7, 2.1448946), (288*, 1.6677626), (237, 1.626077), (117, 1.5146862), (257, 1.5134839), (508, 1.4996467), (9, 1.419723), (124*, 1.3520215), (273*, 1.351924), (111, 1.3031365)
274: (50*, 3.549302), (121, 3.5350251), (9*, 2.8983414), (151, 2.84537), (282*, 2.8025517), (25*, 2.7331696), (222, 2.6012192), (257, 2.1491783), (286, 2.143818), (127, 2.0954523)
188: (172, 3.0617352), (56*, 2.9965937), (183, 2.7599058), (423, 2.7273958), (117, 2.7113588), (12, 2.6436148), (210*, 2.58204), (182, 2.3434591), (215, 2.3269622), (427, 2.2705052)
48: (483*, 2.080328), (496*, 2.0305767), (135, 1.9243002), (318, 1.9179085), (168, 1.8751017), (474, 1.8051499), (69, 1.798706), (204, 1.7338773), (197, 1.731695), (134, 1.6589742)
311: (174*, 4.6349277), (318*, 4.340309), (265*, 4.2286463), (82*, 4.014044), (193*, 3.7916238), (185*, 3.7260356), (89*, 3.7027912), (143*, 3.6987822), (566*, 3.652899), (199*, 3.6131995)
165: (50, 2.1619995), (313, 1.588153), (300, 1.4685001), (172, 1.4213426), (286, 1.3315376), (98, 1.238277), (173, 1.179414), (294, 1.1601509), (1, 1.1582597), (269, 1.1333046)
208: (496, 1.2130814), (318, 1.1573597), (69, 1.1512021), (8, 1.0858681), (191, 1.0589671), (202*, 1.0531967), (173, 1.0393612), (143, 1.013834), (174, 0.9899754), (88*, 0.9790058)
2: (272*, 2.4828663), (100*, 2.3468845), (14*, 2.328875), (328, 2.2623346), (748, 2.1158743), (315*, 1.9785434), (294*, 1.8889426), (237*, 1.8770099), (137, 1.8663087), (289*, 1.8147348)
205: (313*, 2.0830467), (302, 1.6024377), (328*, 1.5482706), (288, 1.4236354), (272, 1.4168205), (315*, 1.1800015), (307, 1.1648706), (301, 1.1060703), (690, 1.102503), (323, 1.0822088)
248: (181*, 3.1079748), (56, 2.3367074), (222, 2.2696602), (195, 2.1074724), (96*, 1.9417162), (258, 1.9131528), (168*, 1.7323167), (12, 1.651907), (144, 1.6065766), (135, 1.5970738)
93: (237, 1.001215), (117, 0.94143635), (1*, 0.92591774), (125*, 0.9049111), (111, 0.86915445), (405, 0.8671875), (25, 0.8499208), (275*, 0.8109668), (742, 0.79901975), (151*, 0.79658353)
159: (300, 3.1373897), (294*, 3.0405385), (282, 2.8764572), (471*, 2.5618072), (111*, 2.36962), (546*, 2.3519642), (1, 2.2793303), (100, 2.2344913), (147, 2.1655743), (257, 2.1215844)
146: (313*, 2.3941405), (272*, 2.023513), (258*, 1.7800208), (268, 1.5057777), (333, 1.4984078), (288, 1.389181), (316, 1.3856994), (690, 1.3687505), (326, 1.3150771), (347*, 1.294996)
29: (313, 2.1157885), (288, 1.8025124), (272, 1.7750345), (258, 1.6895125), (269*, 1.637026), (333, 1.6083577), (328, 1.5624453), (315, 1.4376489), (327, 1.3067912), (307, 1.275587)
156: (127, 2.1167557), (98, 1.6295397), (182, 1.6032131), (357*, 1.5614134), (56, 1.5159156), (69, 1.2506436), (23, 1.2431418), (223, 1.0720856), (427, 1.0690432), (174, 1.0630273)
37: (195*, 2.5712056), (176*, 2.1327965), (144, 2.057073), (228, 2.0431201), (227, 1.9752817), (50*, 1.9484892), (188, 1.8917158), (431, 1.8846276), (127*, 1.8426238), (229, 1.8295281)
141: (111, 3.347275), (257*, 3.1741765), (7*, 2.9338446), (151*, 2.9311433), (9, 2.8290951), (685, 2.5336528), (591*, 2.5237942), (275, 2.4491398), (273, 2.3275955), (313*, 2.185401)
195: (50, 2.1737392), (286, 2.073741), (288, 2.0662062), (7, 1.7551697), (294, 1.5954266), (1, 1.458575), (302, 1.4278897), (269, 1.4252675), (222, 1.4151219), (98, 1.3974003)
108: (181*, 2.2065797), (117, 1.9622618), (258, 1.8035023), (257, 1.7904571), (151, 1.6869415), (25, 1.638163), (9, 1.6327151), (285, 1.5497749), (15, 1.5267899), (118, 1.4947058)
47: (313, 2.2121701), (286*, 1.9477762), (269*, 1.8694086), (300, 1.7972686), (272, 1.6866046), (288*, 1.5497934), (328, 1.544865), (315, 1.4453261), (333, 1.4269983), (294, 1.2382107)
255: (288*, 2.819745), (7*, 2.1393745), (50, 1.6069611), (333, 1.4464637), (183, 1.4150144), (300*, 1.3777701), (185*, 1.3119411), (219*, 1.2962902), (181, 1.2950081), (748*, 1.247413)
89: (50*, 2.613703), (285, 2.5228543), (9, 2.5206232), (276, 2.5069513), (124, 2.201598), (116, 2.1832592), (70, 2.1427577), (125, 2.1225126), (274, 2.1166458), (286, 2.0988743)
140: (313, 2.0869853), (300, 1.8408538), (269, 1.6284499), (272, 1.5088285), (328, 1.4946686), (333, 1.4439554), (315, 1.249733), (326, 1.1974088), (301*, 1.1958141), (307, 1.1828798)
190: (258*, 2.3936884), (127, 2.256524), (405*, 2.1000607), (328*, 2.0739949), (50, 2.0072281), (313*, 1.9503855), (286, 1.8087827), (1, 1.7220088), (323, 1.7189287), (181, 1.7096177)
24: (98*, 3.8618276), (50, 2.9604878), (1, 2.326977), (15, 2.166655), (11*, 2.0601757), (181, 2.0329354), (268, 1.9973471), (156, 1.9583906), (7*, 1.9344605), (191*, 1.920351)
17: (100*, 1.7823395), (50, 1.4996547), (181, 1.2683846), (237*, 1.1977247), (275, 1.1427895), (258, 1.0909348), (25, 1.0690129), (121, 1.0613673), (15, 1.0596247), (257, 1.0120592)
313: (483*, 4.3976316), (423*, 4.131867), (435*, 4.095584), (132*, 3.9468696), (705, 3.781274), (474*, 3.746819), (520*, 3.596483), (357*, 3.467667), (510, 3.311431), (71*, 3.3053877)
53: (222, 1.8161457), (117, 1.6901104), (1, 1.6328884), (127, 1.44642), (405, 1.4158063), (100*, 1.4095874), (172, 1.3022968), (7*, 1.2308564), (237, 1.1629726), (195, 1.1293485)
124: (181, 1.651481), (56, 1.4143349), (89, 1.295592), (96*, 1.2937255), (176, 1.2401651), (210, 1.2111506), (183, 1.1717113), (22, 1.1341982), (204, 1.1242918), (222, 1.0862347)
149: (300*, 2.1861768), (258*, 2.1458428), (315, 1.8995508), (288, 1.6251266), (340*, 1.5579958), (690, 1.5282369), (307, 1.5259002), (316, 1.4853238), (294, 1.4128761), (332, 1.4085717)
176: (268*, 2.6134586), (313, 2.3809345), (1, 2.35068), (300, 2.3478706), (276, 2.3251865), (302, 2.2709622), (269, 2.2461784), (127, 2.1643145), (124, 1.9593182), (246*, 1.9210523)
106: (318*, 2.263685), (283, 1.8430412), (237, 1.8334074), (14*, 1.7459509), (191*, 1.7235702), (83, 1.6829687), (197, 1.6795994), (215, 1.625047), (98, 1.4810365), (174, 1.419378)
312: (603*, 5.538598), (511*, 5.380781), (498*, 5.2054906), (185*, 4.545059), (135, 4.351119), (136*, 4.304263), (523, 4.2972116), (168, 4.088702), (485*, 3.7922146), (132*, 3.7620053)
175: (174, 2.1090186), (318, 1.9754186), (69, 1.937582), (357, 1.9297179), (22, 1.6741074), (181, 1.6145645), (427, 1.5075077), (423, 1.4534781), (79, 1.4378713), (1, 1.4109241)
153: (300, 0.9395233), (313, 0.8834187), (98, 0.7587444), (174*, 0.7551549), (286, 0.7480892), (288, 0.71675897), (172*, 0.6757452), (302, 0.66233224), (328, 0.63377666), (183, 0.6331557)
220: (313, 2.6929407), (286*, 2.3267574), (302, 2.292819), (272, 1.9711242), (328, 1.8917209), (315, 1.6376363), (307, 1.4978919), (748, 1.4858273), (326, 1.470517), (327, 1.3981642)
199: (286*, 2.1437135), (288, 1.6182626), (300, 1.418174), (50, 1.356745), (275, 1.3134019), (302, 1.3086468), (7*, 1.2563732), (285*, 1.1912074), (237, 1.1552335), (181, 1.1313617)
202: (50, 1.3527403), (181, 1.093286), (174, 1.0172596), (313, 0.83028543), (300, 0.8203403), (168, 0.7712393), (210, 0.7072095), (22, 0.6619387), (79, 0.6581363), (89, 0.59458905)
277: (100*, 3.2354121), (127, 2.3146942), (15*, 2.2369747), (475, 2.1532567), (121*, 2.0635335), (405*, 2.0106783), (25*, 1.9230154), (125, 1.9177746), (471*, 1.9129543), (124*, 1.8402025)
206: (313*, 3.0113513), (302*, 2.7106037), (286, 2.3707707), (328, 2.2229645), (307, 1.8101548), (268, 1.7926514), (301, 1.7085098), (327, 1.5898222), (271, 1.5793244), (316, 1.5496808)
76: (100*, 2.8519313), (56*, 2.8504798), (127, 2.509491), (475, 2.3916502), (9, 1.9891173), (179, 1.9640716), (357, 1.9209968), (268, 1.8700364), (302, 1.8059832), (180, 1.7718157)
