# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
196: (70*, 0.2822464), (216, 0.26134786), (275, 0.2569314), (168, 0.24785171), (83, 0.24751265), (116*, 0.23381878), (268, 0.23220108), (732, 0.22990398), (88, 0.22787037), (154, 0.2268427)
151: (660*, 0.93226117), (419*, 0.9208277), (527, 0.9197674), (185*, 0.91548747), (318*, 0.90252674), (179, 0.8898837), (432*, 0.8731512), (286*, 0.8690906), (99, 0.85235715), (8, 0.83963346)
54: (7*, 0.823162), (294, 0.7896078), (300, 0.76686746), (222, 0.7108443), (282, 0.64019054), (323, 0.5841264), (298*, 0.580106), (286, 0.54289603), (9, 0.538987), (125, 0.51740146)
16: (69*, 0.818679), (22*, 0.7847738), (50, 0.75665957), (12*, 0.72382236), (196, 0.69910693), (97, 0.69519955), (210, 0.6851347), (423*, 0.68419045), (173, 0.6664908), (215, 0.6521442)
91: (79*, 0.6415166), (199, 0.6321231), (98*, 0.6282787), (258, 0.62318844), (194, 0.6165664), (523, 0.5892863), (96, 0.5633005), (271, 0.52688056), (134*, 0.52675986), (180, 0.51539373)
294: (294*, 1.0784873), (117*, 0.95809376), (7*, 0.878545), (323*, 0.84477526), (1*, 0.837132), (286*, 0.77790546), (222*, 0.74128747), (250*, 0.73157203), (302, 0.7285467), (307*, 0.7252166)
229: (258*, 0.5430946), (313*, 0.49424896), (328*, 0.4732267), (333, 0.43567297), (294, 0.4269159), (748*, 0.40107512), (301, 0.39890614), (268, 0.37323505), (326, 0.37182638), (289, 0.3617594)
36: (300, 0.24976568), (286, 0.24032077), (328, 0.23856203), (302, 0.23490557), (313, 0.23254617), (269*, 0.2316982), (333*, 0.23136759), (258, 0.22318605), (301, 0.21813639), (322, 0.21463625)
70: (174*, 0.8531698), (172*, 0.8217291), (154, 0.7447307), (195, 0.7224588), (432*, 0.69765806), (258, 0.6884155), (153, 0.6719365), (202*, 0.657947), (230*, 0.64265215), (89*, 0.6234983)
14: (50*, 0.90928805), (286, 0.7488343), (1, 0.6693731), (258, 0.60221875), (151*, 0.57674617), (237, 0.53606254), (137, 0.512057), (318, 0.5063239), (14*, 0.5023592), (216, 0.49958602)
295: (393, 0.9223547), (69*, 0.90780914), (172*, 0.8506043), (97*, 0.82229376), (432, 0.8215692), (99*, 0.8210752), (28, 0.8063866), (732, 0.7808466), (66, 0.7485035), (8, 0.70825577)
233: (50*, 0.77017033), (172, 0.6782017), (173, 0.6391983), (79, 0.6283033), (483*, 0.6165142), (427, 0.59926486), (210, 0.58031243), (496, 0.5765458), (28, 0.5746805), (22, 0.5664931)
214: (286, 0.9088303), (7*, 0.766835), (258, 0.74751544), (56*, 0.6918925), (269*, 0.6538352), (183, 0.601771), (124, 0.58045673), (176, 0.5790687), (515, 0.57169086), (180*, 0.57082003)
192: (1, 0.46786448), (117, 0.44996446), (181, 0.4483433), (286, 0.42660105), (121*, 0.38791043), (300, 0.38553947), (237, 0.38235447), (222, 0.38157263), (294, 0.36971375), (288, 0.36382064)
100: (313*, 0.76738185), (748, 0.68669903), (272*, 0.63608134), (301, 0.6168782), (307, 0.6028025), (340*, 0.5869222), (245, 0.5488272), (327, 0.5395819), (323*, 0.5373682), (332, 0.5345081)
307: (173*, 0.81364626), (216, 0.7709443), (98, 0.7496228), (202, 0.70218706), (228*, 0.6969195), (191, 0.6839564), (432, 0.64565426), (175*, 0.6381058), (208, 0.62095416), (238, 0.62055945)
297: (127, 0.9064731), (294*, 0.8981163), (98*, 0.89720607), (121, 0.8714378), (288*, 0.85175115), (172, 0.8375462), (56*, 0.8055123), (313, 0.78724116), (216*, 0.71003604), (405, 0.7083561)
193: (258*, 0.6883149), (748, 0.6870075), (245, 0.5777416), (323, 0.55263954), (471, 0.50193036), (50, 0.49504718), (322, 0.4946417), (22, 0.49006045), (568, 0.4890586), (272, 0.48828232)
113: (300*, 0.7941105), (313, 0.64102113), (748, 0.6228455), (269, 0.61481327), (302, 0.6088758), (322*, 0.492762), (301, 0.46314865), (181, 0.45844144), (271, 0.45433292), (117, 0.4489325)
275: (121*, 0.663276), (172, 0.62233865), (195, 0.58971953), (151, 0.5868234), (168, 0.5367438), (173*, 0.5081502), (99*, 0.5060452), (82, 0.50515866), (100, 0.50039965), (7, 0.4977775)
219: (286, 0.21669813), (268, 0.17323618), (302, 0.17046599), (313, 0.16248615), (288, 0.15048608), (301, 0.14372449), (272, 0.13415836), (70, 0.13236937), (340, 0.13171484), (319, 0.1309662)
218: (174, 0.4379862), (50, 0.41457844), (182, 0.4054708), (172, 0.40327296), (89, 0.3918595), (180, 0.39020503), (127, 0.38453808), (187, 0.38308862), (195, 0.3747463), (135, 0.3730391)
123: (181, 0.37891948), (258, 0.37084544), (357, 0.36623117), (237, 0.3618628), (300, 0.3597138), (603, 0.3593772), (275*, 0.35653752), (1, 0.32970285), (7, 0.32611018), (318, 0.31680498)
158: (117*, 0.82579404), (405, 0.7799026), (257, 0.7795739), (12, 0.7457765), (475, 0.73245823), (228*, 0.70286214), (24*, 0.65938723), (249, 0.6412211), (276, 0.63888013), (64, 0.63601714)
302: (300, 0.5374213), (288, 0.47067088), (286, 0.457821), (313, 0.44749963), (269, 0.38873518), (326, 0.38846853), (302, 0.38347787), (323*, 0.38208446), (245*, 0.36820906), (272, 0.33155784)
23: (181*, 1.0077477), (168, 0.98451746), (173*, 0.87639195), (172*, 0.86017036), (210, 0.8199673), (186, 0.74524355), (286, 0.73813164), (432*, 0.69690967), (183*, 0.6937489), (135, 0.65877455)
296: (127*, 0.94246995), (275*, 0.7950201), (258*, 0.77887803), (475*, 0.7248523), (174, 0.6623836), (300, 0.6593432), (405, 0.6105978), (318, 0.610477), (25, 0.6072836), (111*, 0.5664887)
33: (748, 0.57276416), (286, 0.5707745), (333*, 0.5356205), (326, 0.47980136), (269, 0.4692347), (302, 0.46548218), (322, 0.45238778), (289, 0.40699312), (301, 0.40217695), (272, 0.3855577)
154: (286*, 0.42284277), (127, 0.42138943), (98, 0.40541264), (183, 0.36950296), (100, 0.3690694), (603, 0.3641366), (56, 0.36410335), (23, 0.35494128), (135*, 0.35185724), (483, 0.35156545)
77: (181*, 0.7267802), (174*, 0.6306898), (7, 0.53751016), (117, 0.53257835), (79, 0.50957733), (210*, 0.49590367), (151, 0.49431247), (204, 0.46846935), (89*, 0.46500146), (257, 0.45493582)
270: (100, 0.90011996), (9, 0.7597799), (218*, 0.7159722), (117, 0.7150628), (151, 0.70551187), (219*, 0.5991172), (447*, 0.5889798), (294, 0.5704521), (628, 0.5673178), (276, 0.56022096)
187: (70*, 0.4838128), (202, 0.4734877), (318, 0.43595883), (655, 0.4346249), (153, 0.43136132), (238, 0.4164001), (98, 0.40957576), (174, 0.39369157), (88, 0.38887373), (286, 0.38533786)
170: (300*, 0.48912838), (748, 0.4000135), (313, 0.38371435), (286, 0.38301682), (322*, 0.33361486), (326*, 0.32883608), (269, 0.3012029), (302, 0.29315564), (307, 0.28672838), (289, 0.28522375)
101: (121*, 0.81076974), (15, 0.6646487), (471*, 0.6280443), (151*, 0.6213283), (25, 0.60269535), (100, 0.582916), (7*, 0.57114464), (411*, 0.5571569), (276, 0.5351223), (235, 0.52659214)
184: (275*, 0.9963434), (86*, 0.90391207), (98*, 0.9019672), (25*, 0.8843656), (204, 0.8802372), (111, 0.8151479), (14*, 0.80431825), (179, 0.78347373), (285*, 0.77656317), (168, 0.7456363)
112: (300*, 0.89118224), (328*, 0.79333436), (302*, 0.73783654), (288, 0.72421193), (326, 0.63737094), (340, 0.577882), (332*, 0.5592572), (323*, 0.54608864), (271, 0.5397582), (268, 0.5213379)
133: (288, 0.5082313), (748, 0.47271195), (302, 0.4664422), (333, 0.45353118), (326, 0.39584285), (301, 0.3923527), (323, 0.37695947), (289, 0.3760766), (245*, 0.3634792), (307, 0.3587074)
215: (173, 0.7581316), (50*, 0.7313535), (69, 0.7082581), (79, 0.6796102), (176*, 0.6714527), (234*, 0.624572), (96, 0.62110573), (318, 0.6144056), (202*, 0.5973355), (135, 0.5946607)
69: (286, 0.67917174), (127, 0.6519297), (121, 0.6338677), (1, 0.62447494), (276, 0.6188093), (237*, 0.5775717), (257, 0.57705826), (405, 0.5191129), (250, 0.49720728), (333*, 0.46771693)
104: (1, 0.8635209), (269*, 0.79590684), (323, 0.7820141), (742, 0.7518734), (298, 0.7052962), (118, 0.68754846), (322, 0.6655499), (475*, 0.6627024), (597, 0.6386205), (125, 0.6080474)
240: (258, 0.6482565), (328, 0.57038265), (294, 0.5444103), (333, 0.5087633), (326, 0.4431086), (301*, 0.44003496), (271, 0.4221015), (245*, 0.3958527), (690, 0.39579427), (323, 0.39495116)
144: (127*, 0.99523604), (79, 0.82413757), (181*, 0.80846757), (258*, 0.7835632), (121, 0.7758553), (275, 0.7575762), (11, 0.702039), (111, 0.69845027), (302*, 0.68402743), (216*, 0.64150375)
191: (286*, 0.48513225), (258, 0.4849657), (269*, 0.46795467), (294, 0.39550418), (288*, 0.3919641), (333, 0.39196074), (748, 0.38002333), (326, 0.34338287), (690, 0.32533216), (289, 0.32372597)
61: (258*, 0.5843856), (313, 0.5127843), (286, 0.5067493), (288, 0.5044148), (302, 0.43460494), (326, 0.41905177), (245, 0.39494732), (272, 0.39208117), (307, 0.38528684), (322, 0.380641)
142: (258, 0.4369617), (286, 0.3777553), (300, 0.34326893), (269, 0.33667803), (50, 0.33009705), (302, 0.30929166), (313, 0.29685706), (271, 0.28964603), (748, 0.27740973), (328, 0.26841545)
177: (286, 0.88071746), (300*, 0.72715026), (174*, 0.6994978), (182*, 0.69142497), (176*, 0.66591996), (269, 0.6289344), (11*, 0.6255715), (181*, 0.6180105), (327*, 0.61763626), (7*, 0.6140532)
203: (121, 0.6266429), (300, 0.62051517), (288*, 0.6013182), (118, 0.54691637), (405, 0.53889227), (286, 0.5033024), (276*, 0.4932352), (127, 0.4423448), (597, 0.43708506), (328, 0.43309715)
21: (447*, 0.9303491), (323*, 0.9026829), (333, 0.8252638), (325*, 0.82406116), (672*, 0.79508173), (328*, 0.76595485), (286*, 0.73791486), (546, 0.72878176), (928*, 0.68076885), (264*, 0.67001337)
197: (302*, 0.7891466), (313*, 0.69325054), (288*, 0.6846172), (172*, 0.67840004), (210*, 0.64919263), (187*, 0.64264125), (269, 0.6270693), (326*, 0.62545353), (327, 0.6001702), (127*, 0.5989622)
134: (286*, 0.5380757), (288, 0.51863384), (333, 0.42312503), (245, 0.39241934), (302*, 0.37101215), (289, 0.36173263), (301*, 0.35540763), (272, 0.34852877), (271, 0.34663248), (322, 0.34607753)
180: (70, 0.471595), (173*, 0.44536108), (97, 0.41821328), (88, 0.4175312), (168, 0.4055557), (98*, 0.38953382), (215, 0.38842148), (66, 0.38770047), (402, 0.37589997), (210, 0.36792448)
236: (98*, 0.7833463), (357, 0.69462866), (237*, 0.69154215), (1, 0.6645372), (318*, 0.66067064), (300, 0.6392343), (121, 0.61378205), (234, 0.6064256), (527, 0.59131604), (483*, 0.5863219)
263: (181*, 0.83185196), (174*, 0.82940245), (172, 0.78348446), (98*, 0.7015245), (357*, 0.6552618), (173, 0.65512615), (56, 0.65387195), (199*, 0.643963), (483*, 0.6353065), (286, 0.6300892)
109: (121*, 1.0236514), (181*, 0.9015147), (98*, 0.88831824), (50*, 0.84877884), (403*, 0.8349518), (210*, 0.82588077), (222*, 0.8143756), (195*, 0.7919839), (11*, 0.77482975), (202*, 0.77325153)
64: (204, 1.0017277), (181*, 0.9716078), (69*, 0.89531785), (22*, 0.8829429), (183*, 0.86329436), (96*, 0.8580033), (144*, 0.82565904), (258*, 0.79398316), (127*, 0.7870451), (153*, 0.771692)
114: (174, 0.49190274), (50, 0.45679006), (176*, 0.4042341), (127, 0.39777362), (194, 0.3932321), (173, 0.3908433), (483*, 0.38807276), (79, 0.38617465), (187, 0.3856618), (435, 0.38322133)
239: (197, 0.7761853), (474*, 0.7644547), (483*, 0.75896823), (191, 0.7588737), (127, 0.7419857), (479*, 0.708042), (511*, 0.705717), (357, 0.6898899), (23, 0.6803419), (515, 0.669587)
117: (100, 0.89138997), (222*, 0.82006866), (294, 0.7312361), (118, 0.6887548), (127, 0.63965684), (250, 0.60225755), (276, 0.5847186), (300, 0.56875885), (235, 0.55306685), (475*, 0.5284355)
65: (69*, 0.6226518), (204, 0.61966455), (173*, 0.55775636), (174, 0.529048), (172, 0.51096034), (215*, 0.50861555), (357, 0.49735388), (70*, 0.4926568), (286, 0.46763232), (22, 0.46388945)
137: (294, 0.5645736), (100, 0.5335644), (405*, 0.5255963), (258, 0.51604015), (257*, 0.51139325), (7, 0.4772531), (127, 0.45402327), (288, 0.41420937), (742, 0.41059473), (151, 0.40070328)
257: (268, 0.5101579), (7, 0.4882926), (302, 0.46029848), (257, 0.4557244), (124, 0.44453698), (13, 0.43855765), (25, 0.41544414), (283, 0.41145077), (9, 0.40556592), (1, 0.40372643)
111: (300, 0.60808283), (294, 0.48738858), (288, 0.48364377), (748, 0.4440586), (268, 0.41554156), (289, 0.41072828), (690, 0.4009618), (315*, 0.3747339), (271, 0.3705589), (347, 0.36868358)
285: (294, 0.4943248), (50, 0.4752985), (181, 0.41834253), (328, 0.37973008), (748, 0.37499133), (333, 0.3529913), (127, 0.33727032), (289, 0.32591), (7, 0.32148936), (1, 0.31234124)
96: (172, 0.5346808), (98*, 0.50472146), (183*, 0.48239145), (357, 0.45369804), (173*, 0.45020857), (135, 0.43608463), (210, 0.4323359), (168, 0.43029463), (180, 0.41937953), (22, 0.41869017)
116: (300*, 1.3077668), (271*, 0.92715085), (327, 0.800235), (245, 0.7418566), (270*, 0.7109443), (321, 0.6976453), (310*, 0.68418443), (316, 0.6529185), (319, 0.63233787), (100, 0.62865484)
73: (50, 0.618658), (258, 0.5251728), (127*, 0.4930806), (302, 0.4802774), (168, 0.46635258), (174, 0.46187222), (181, 0.45691258), (98, 0.41764766), (191, 0.41574746), (172, 0.40867397)
221: (11, 0.64634526), (96*, 0.6344956), (55*, 0.6164353), (22, 0.609873), (195, 0.5904433), (127, 0.5592308), (257*, 0.554104), (100*, 0.5429384), (568*, 0.53823066), (182, 0.5376726)
235: (286, 0.52278244), (127, 0.5061385), (168, 0.4810331), (173, 0.47661713), (172, 0.4715217), (483*, 0.45181358), (357, 0.4431697), (210, 0.43872088), (89, 0.43258592), (514, 0.4321696)
164: (294, 0.72640795), (300*, 0.7156405), (288, 0.66461504), (1, 0.60824746), (118*, 0.6018697), (258*, 0.56948763), (405*, 0.55021125), (237*, 0.5403832), (546, 0.5172816), (50, 0.49407488)
281: (328, 0.5886808), (258*, 0.5742719), (313, 0.52715564), (333*, 0.5015018), (286, 0.50057375), (245, 0.4422721), (269, 0.4422196), (302, 0.43659672), (307, 0.42548338), (272, 0.4086674)
182: (117, 0.39740705), (237*, 0.38170403), (257*, 0.33270815), (151, 0.3314291), (405, 0.32495534), (7, 0.32469612), (15*, 0.32038492), (276, 0.31761274), (118, 0.30116224), (25, 0.28508905)
129: (300*, 0.5971408), (286*, 0.5779883), (328, 0.5288867), (294, 0.5050252), (302*, 0.4898449), (333, 0.48140016), (301, 0.4251796), (326, 0.42097533), (289, 0.3978417), (340, 0.38254803)
45: (117, 0.74021786), (118*, 0.7022524), (405, 0.68014586), (222, 0.615429), (742*, 0.56291455), (125, 0.5620358), (546, 0.5166276), (235, 0.51241225), (471, 0.49834555), (274, 0.45915726)
131: (258, 0.38219053), (50, 0.33377773), (237, 0.33370703), (475, 0.32557657), (124*, 0.31464565), (268, 0.310372), (257, 0.301057), (13, 0.3004542), (283, 0.29491168), (7, 0.293887)
230: (174*, 0.8570737), (172*, 0.83053386), (423*, 0.7970289), (210*, 0.74770343), (173, 0.7043834), (71*, 0.68020993), (234*, 0.6631182), (133, 0.6404642), (196*, 0.6364085), (194, 0.6141699)
126: (286*, 0.7734809), (269, 0.6867241), (748, 0.68412006), (307, 0.5997524), (301, 0.59830934), (245*, 0.5898399), (271, 0.5427304), (879, 0.50386715), (347, 0.48591232), (268, 0.47400963)
231: (294, 0.3131483), (258, 0.2911387), (237, 0.27702388), (117, 0.25288677), (288, 0.25186577), (286, 0.24863406), (181*, 0.24293002), (323, 0.23901679), (100, 0.23840573), (50*, 0.23663282)
280: (294*, 0.879012), (196, 0.87421167), (202*, 0.86539733), (97, 0.86475515), (95*, 0.8554901), (121, 0.8444471), (15, 0.8057807), (739*, 0.80291283), (28, 0.79906255), (143, 0.7878949)
288: (286*, 0.6341017), (98*, 0.6143721), (56, 0.57853705), (172, 0.56320846), (357*, 0.51954186), (204, 0.51299703), (181, 0.5034062), (294*, 0.5032749), (79, 0.5022786), (194, 0.46866617)
152: (216, 0.75151277), (66*, 0.7387008), (237*, 0.7022086), (202, 0.6848416), (70, 0.6843798), (196, 0.66114813), (655, 0.5926444), (732, 0.57871747), (274*, 0.5485502), (476, 0.5167774)
217: (550*, 0.55631673), (233*, 0.48163936), (597*, 0.46775392), (188, 0.455437), (273, 0.45265707), (431, 0.44369859), (228, 0.4432111), (174*, 0.4406519), (55, 0.43987766), (227, 0.43817517)
79: (302, 0.5464554), (300, 0.5277156), (475, 0.5032541), (14, 0.4810082), (137*, 0.47489774), (294, 0.46944118), (181, 0.4199309), (289, 0.41664752), (237, 0.40133107), (319*, 0.39962715)
75: (1*, 0.80127364), (742*, 0.7041489), (15, 0.63421303), (7, 0.60878885), (1028*, 0.59339), (282, 0.5917539), (471, 0.58965075), (276, 0.56765413), (50, 0.56146926), (181, 0.56009364)
245: (1, 0.38138565), (121, 0.33441103), (118, 0.31449214), (405, 0.2944138), (117, 0.29377386), (257, 0.27091637), (100, 0.2638182), (294, 0.26132306), (25, 0.2532496), (15, 0.25202417)
282: (286, 0.481882), (288*, 0.41619438), (302*, 0.4137977), (313, 0.41319126), (328, 0.40465647), (333*, 0.38444713), (748, 0.35814816), (326, 0.32757026), (301, 0.32307115), (340*, 0.31313962)
78: (300, 0.22001271), (258, 0.21653533), (294*, 0.20765875), (286, 0.19454144), (748, 0.17940219), (288*, 0.17537534), (313, 0.17415142), (328, 0.1721481), (1, 0.16675867), (111, 0.1569809)
118: (98*, 0.5706805), (183, 0.5310587), (218*, 0.51828486), (447, 0.49397156), (219, 0.49097353), (443, 0.44329518), (448, 0.40891936), (182, 0.4041233), (156*, 0.39281175), (665, 0.38938966)
283: (202*, 0.3954311), (174, 0.37114537), (153, 0.36029613), (172, 0.3473199), (154, 0.34282553), (393*, 0.3372362), (1, 0.33431408), (191, 0.3273957), (423, 0.31868237), (82, 0.31546244)
171: (269*, 0.5566156), (300, 0.51109934), (328, 0.45546222), (333, 0.4361195), (301, 0.425766), (268*, 0.40880552), (288*, 0.39845815), (294, 0.39286128), (690*, 0.38138527), (307, 0.37998104)
107: (300*, 0.43010977), (328, 0.3694299), (294, 0.36541736), (333*, 0.35150006), (748, 0.3192178), (301, 0.314994), (272, 0.29504725), (289, 0.29060856), (326, 0.28905946), (690, 0.26599988)
226: (100, 0.4705984), (50, 0.45347738), (286*, 0.36594823), (181, 0.3530732), (127, 0.34907493), (475, 0.34456217), (1, 0.30264437), (137, 0.30164546), (168, 0.29109105), (151, 0.28730798)
306: (269*, 0.35845295), (1, 0.32134798), (151, 0.3147925), (237, 0.31291333), (137, 0.30670458), (268, 0.29554415), (116*, 0.29064637), (283*, 0.28707862), (475, 0.28531188), (50, 0.28017646)
173: (258*, 0.7344903), (313, 0.70600665), (288, 0.69430494), (333, 0.6884546), (748, 0.59320235), (307, 0.5750812), (272, 0.5694908), (340, 0.53262866), (268*, 0.50445235), (323*, 0.50333387)
185: (100, 0.53129566), (258*, 0.41673046), (1, 0.4044651), (300, 0.3475748), (14, 0.3456581), (7, 0.33825073), (151, 0.32851323), (117, 0.32014054), (294, 0.31282339), (137, 0.31252027)
150: (7, 0.45782393), (117, 0.42098886), (237, 0.3723742), (257, 0.33939278), (181*, 0.33890918), (405, 0.33069015), (9, 0.32992148), (222, 0.32640743), (25, 0.3258627), (118, 0.32238305)
274: (121, 0.8202955), (125*, 0.7036658), (151, 0.65566206), (181*, 0.64580005), (222, 0.5795502), (7, 0.57753545), (288*, 0.54735583), (284, 0.5433492), (275*, 0.5137801), (257, 0.51227534)
188: (172, 0.72886795), (50*, 0.6998058), (195*, 0.6503098), (423, 0.61659074), (182, 0.5850221), (183, 0.58063906), (196, 0.56101006), (82, 0.544637), (216*, 0.5403768), (12, 0.5385929)
48: (98*, 0.4287602), (300, 0.4192862), (127, 0.4158238), (286*, 0.41486037), (483*, 0.4026601), (135, 0.39545706), (258, 0.39456406), (435, 0.39280188), (199, 0.37760818), (197, 0.37633035)
311: (215*, 1.1868107), (97*, 1.133988), (82*, 1.0152086), (195*, 0.9840566), (427, 0.8841027), (194*, 0.8631139), (95, 0.8609868), (435, 0.82038766), (99*, 0.79664904), (182, 0.75432634)
165: (300, 0.3198154), (294, 0.31868866), (286, 0.31194508), (313, 0.27026054), (50, 0.266354), (181*, 0.24446225), (748, 0.22983885), (269, 0.22021139), (98, 0.21932381), (172, 0.20297956)
208: (196, 0.30204618), (191, 0.29502216), (69, 0.2918721), (660, 0.28631985), (168, 0.2724687), (732, 0.27047125), (496, 0.2674227), (173, 0.26340044), (186*, 0.2612233), (318, 0.2601584)
2: (269*, 0.7453294), (328, 0.63727707), (748, 0.6207385), (100*, 0.57307374), (275*, 0.55818975), (333, 0.5425979), (268, 0.5252248), (245, 0.5237905), (323, 0.5071669), (340, 0.4383762)
205: (313*, 0.52593064), (288, 0.5255258), (302, 0.43230668), (323, 0.4111728), (245, 0.39472085), (301, 0.38660294), (322*, 0.37608072), (272, 0.37155336), (307, 0.3617423), (271, 0.35992298)
248: (50*, 0.8475541), (174*, 0.5574148), (121*, 0.5518811), (222, 0.5477188), (56, 0.528538), (183*, 0.5042919), (195, 0.47711197), (258, 0.45609927), (144, 0.44224513), (151, 0.426159)
93: (15*, 0.3481851), (237, 0.34687847), (111, 0.31855455), (117, 0.31657532), (25, 0.29942656), (405, 0.29813504), (471, 0.27576646), (100, 0.267262), (742, 0.26513812), (274, 0.26085144)
159: (300, 0.90270084), (1, 0.77914464), (742*, 0.7162509), (405*, 0.67191637), (471*, 0.65693367), (282, 0.6271804), (313, 0.6251634), (257, 0.6135111), (678*, 0.606438), (181, 0.5923234)
146: (313*, 0.539442), (269*, 0.5364665), (288, 0.5038722), (333, 0.48546955), (748, 0.45987254), (301*, 0.41787383), (326, 0.41637596), (289, 0.3956402), (690, 0.3799444), (268, 0.3674609)
29: (300*, 0.6211627), (258, 0.6132456), (313, 0.5317619), (328, 0.5269558), (288, 0.51753235), (333, 0.48822522), (272, 0.42485267), (301, 0.40685335), (271, 0.406712), (340, 0.40336123)
156: (12*, 0.29458538), (127, 0.28638667), (182, 0.28553095), (23, 0.27181295), (50, 0.2577872), (56, 0.25596696), (98, 0.25500986), (427, 0.24248232), (79, 0.24143688), (174, 0.2264551)
37: (181, 0.65287733), (1, 0.5481921), (144, 0.521418), (228, 0.51289004), (257, 0.5002195), (250, 0.48821214), (11*, 0.48699915), (100, 0.45221692), (227, 0.4384178), (188, 0.43281364)
141: (237*, 0.8800296), (125*, 0.8130999), (282*, 0.79260206), (50*, 0.7249137), (111, 0.7206318), (181*, 0.71948373), (294*, 0.71135336), (25*, 0.6954825), (147*, 0.67342836), (291*, 0.64861816)
195: (269, 0.36979756), (268, 0.35406935), (302, 0.32666034), (271*, 0.3262653), (288, 0.3093009), (286, 0.30861378), (154*, 0.2830517), (250, 0.27805096), (270, 0.2737333), (347, 0.27240652)
108: (117, 0.5297528), (257, 0.49868447), (121*, 0.4797826), (151, 0.43063253), (118, 0.41358426), (237*, 0.408364), (276, 0.3807699), (25, 0.33457267), (258, 0.3259261), (471*, 0.31647623)
47: (258*, 0.5079835), (300, 0.48151132), (313, 0.4640199), (328, 0.4282972), (333, 0.41069457), (294, 0.40782622), (272, 0.35904604), (748, 0.35882464), (326, 0.35134083), (690, 0.33138436)
255: (258*, 0.7083834), (118*, 0.6122118), (358, 0.59851396), (742, 0.59091055), (333, 0.5889463), (181, 0.5852275), (326, 0.5162719), (164, 0.5133009), (628, 0.5120723), (443*, 0.5042032)
89: (25*, 0.6365791), (286, 0.6338273), (283*, 0.5460602), (70, 0.540442), (276, 0.5118176), (257*, 0.50957185), (285, 0.50417846), (9, 0.48022237), (116, 0.46078545), (258, 0.45044598)
140: (286*, 0.4867127), (300, 0.46099442), (258*, 0.44821808), (328, 0.42413875), (313, 0.42348373), (333, 0.4101629), (269, 0.400369), (326, 0.35440862), (748, 0.3538721), (307, 0.33479598)
190: (748*, 0.7314706), (323, 0.66658163), (50, 0.60995936), (286, 0.60674787), (1, 0.6042269), (181, 0.5766076), (257, 0.54222965), (276*, 0.5406138), (322, 0.53588986), (678, 0.51036143)
24: (50, 0.6735608), (100*, 0.6713865), (181, 0.57128394), (127*, 0.4791261), (318*, 0.47420412), (1, 0.4740447), (121, 0.46477216), (204, 0.45176837), (174, 0.44912782), (172, 0.4299138)
17: (50, 0.5189602), (181, 0.49442774), (121, 0.48107868), (257, 0.4707526), (258, 0.45321506), (288, 0.40681255), (118, 0.40373117), (25, 0.40062553), (405, 0.39381614), (275, 0.3917377)
313: (135*, 1.0851188), (496*, 1.019077), (483*, 1.0003465), (194*, 0.93024707), (79*, 0.9019779), (432*, 0.8993648), (435*, 0.8810183), (71*, 0.87934047), (429, 0.8403598), (208*, 0.8292588)
53: (1, 0.5617213), (117, 0.5358235), (121*, 0.49659693), (7*, 0.4573105), (222, 0.45065677), (405, 0.42920965), (237, 0.4106676), (127, 0.37120357), (276, 0.3510248), (294, 0.35027525)
124: (181, 0.3778247), (127, 0.31003624), (100, 0.2896841), (210, 0.28758645), (222, 0.2845195), (176, 0.2800518), (56, 0.27243522), (89, 0.2712208), (183, 0.26457492), (121, 0.2640787)
149: (328*, 0.64473796), (288, 0.621294), (294, 0.59345233), (748, 0.53989685), (307, 0.5127821), (289, 0.5119527), (690, 0.50041705), (271, 0.4747235), (245*, 0.46463), (347, 0.46008855)
176: (286*, 0.7107736), (269, 0.5715081), (288*, 0.56858027), (50*, 0.53042704), (302, 0.5206961), (300, 0.49891922), (294*, 0.4646114), (276, 0.4468008), (137, 0.44151887), (313, 0.4262802)
106: (216*, 0.47039497), (204, 0.4485774), (237, 0.42162317), (202, 0.40629604), (173, 0.40513527), (97*, 0.39368472), (50, 0.38332164), (111, 0.37134925), (655, 0.36287645), (215, 0.351849)
312: (483*, 1.1056968), (135, 1.031438), (211*, 0.9261912), (127, 0.917468), (133*, 0.9039549), (435*, 0.8958412), (191*, 0.87304604), (523, 0.8662612), (432*, 0.76687276), (168, 0.7617824)
175: (174, 0.40495643), (172*, 0.38923058), (79, 0.37054166), (357, 0.36957237), (69, 0.36712378), (318, 0.36491033), (204, 0.3583424), (22, 0.34692156), (182, 0.33361882), (423, 0.32392064)
153: (300, 0.33997676), (294*, 0.31585738), (172*, 0.29140654), (98, 0.283438), (100, 0.26651427), (286, 0.25627446), (176, 0.2520747), (96, 0.24918741), (195, 0.24707761), (1, 0.24141097)
220: (313, 0.5375595), (302, 0.50375354), (328, 0.49913755), (748, 0.4295652), (326, 0.39462095), (289*, 0.38780192), (272, 0.38028052), (245, 0.3647915), (307, 0.35517573), (690, 0.35243216)
143: (300, 0.63010013), (313*, 0.5299444), (748, 0.48936084), (302, 0.47612044), (269, 0.4716347), (323*, 0.41583893), (245, 0.4140934), (301, 0.3946266), (289, 0.38989374), (327, 0.36565295)
199: (288, 0.5182168), (300, 0.49649087), (50, 0.45272225), (181, 0.4319353), (1*, 0.42991412), (313*, 0.4192001), (257, 0.4139461), (748, 0.38732344), (237, 0.37673602), (151, 0.36948332)
