# userId: recommendations in (itemId, ranking score) pairs, where a correct recommendation is denoted by symbol *.
141: (628, 0.67420334), (713, 0.6421186), (270, 0.6396671), (125*, 0.5912309), (87, 0.5053811), (924, 0.4984033), (928, 0.49453816), (42, 0.43729025), (116, 0.43608174), (124, 0.43567166)
195: (342, 0.2567737), (270, 0.22745107), (652, 0.22704081), (710, 0.2201228), (541, 0.20828173), (940, 0.2059414), (470, 0.20144248), (398, 0.1948244), (871, 0.19011356), (1446, 0.18506475)
108: (170, 0.31696153), (45, 0.25227886), (628, 0.23078814), (313, 0.22018746), (473, 0.20748957), (300, 0.20546414), (502, 0.18221053), (527, 0.1818442), (469, 0.1789256), (582, 0.17732395)
47: (124, 0.040933266), (313, 0.03965813), (276, 0.03416656), (300, 0.030992158), (170, 0.030523855), (628, 0.02838185), (582, 0.028164234), (116, 0.024103379), (282, 0.023841638), (713, 0.023221333)
255: (628, 0.09322436), (722, 0.08249519), (31, 0.07976797), (226, 0.07706511), (541, 0.07501347), (313, 0.07449478), (633, 0.073561385), (391, 0.072546765), (928, 0.07235688), (282, 0.072230175)
89: (735, 0.07402795), (42, 0.06988205), (170, 0.066848144), (116, 0.05627062), (313, 0.05252676), (180, 0.050442766), (283*, 0.044469316), (582, 0.04294831), (45, 0.042835895), (458, 0.04011624)
140: (313, 0.06486637), (276, 0.06380333), (300, 0.053964093), (282, 0.04536714), (42, 0.04409214), (270, 0.042606015), (825, 0.042024918), (582, 0.03994684), (628, 0.037993085), (116, 0.035358153)
190: (713, 0.10112308), (87, 0.09990372), (582, 0.09766645), (31, 0.09689307), (651, 0.094386466), (928, 0.087408476), (825, 0.08368762), (924, 0.07970632), (124, 0.078479834), (123, 0.0757185)
24: (628, 0.13286485), (313, 0.12315128), (825, 0.11914863), (713, 0.104279056), (735, 0.101904884), (42, 0.09661041), (928, 0.095836714), (282, 0.09430861), (924, 0.09071483), (123, 0.084325574)
17: (313, 0.54654586), (300, 0.36943293), (282, 0.31343687), (582, 0.25417128), (87, 0.23205459), (521, 0.22808225), (713, 0.22482753), (825, 0.22463338), (31, 0.2242952), (651, 0.20281096)
313: (528, 2.01415), (601, 1.575156), (675, 1.536991), (562, 1.4471186), (614, 1.4151113), (434, 1.3798708), (530, 1.3775762), (90, 1.3267537), (435*, 1.2913452), (613, 1.2535375)
53: (628*, 0.13970779), (722, 0.12326948), (282, 0.105488464), (270, 0.105283946), (825, 0.104398094), (928, 0.10314185), (313, 0.09745176), (735, 0.09742117), (356, 0.096030995), (342, 0.09329479)
124: (521, 0.45859697), (31, 0.4231848), (628, 0.32039607), (159, 0.28603995), (435, 0.26747882), (420, 0.26020777), (636, 0.25879076), (684, 0.25670588), (633, 0.2434768), (356, 0.2321656)
149: (300*, 0.076817006), (276, 0.07421558), (713, 0.06468557), (124, 0.059578888), (91, 0.05818706), (282, 0.05763313), (735, 0.056960747), (928, 0.055942483), (125, 0.0556936), (87, 0.052101806)
176: (434, 0.17404519), (116, 0.17392792), (313, 0.16826953), (83, 0.16195823), (652, 0.16025274), (391, 0.15921277), (124, 0.15342745), (541, 0.15336378), (45, 0.14626218), (180, 0.14247952)
106: (170, 0.5423479), (124, 0.38244912), (735, 0.37666076), (549, 0.35016632), (628, 0.32633886), (664, 0.32111374), (825, 0.29337004), (633, 0.27503532), (537, 0.27235037), (606, 0.26114687)
312: (136*, 4.166986), (519*, 4.092995), (615*, 2.6195092), (650, 2.40928), (481*, 2.2118368), (502, 2.101916), (1221, 2.0140467), (389, 1.8918898), (646, 1.8328036), (633*, 1.7281344)
175: (684, 0.5810001), (521, 0.4057251), (628, 0.3903369), (226, 0.3867486), (633, 0.3449619), (495, 0.3055264), (356, 0.2649439), (636, 0.26345167), (601, 0.25870165), (562, 0.2501564)
153: (435, 0.17531522), (313, 0.14314708), (205, 0.09133374), (657, 0.089009315), (300, 0.08289561), (428, 0.082302555), (391, 0.07990084), (157, 0.07604417), (523, 0.07577723), (226, 0.073740855)
220: (313, 0.5253355), (124, 0.34632504), (527, 0.25853342), (276, 0.251321), (651, 0.22450453), (582, 0.20411155), (435, 0.19753103), (282, 0.1848042), (125, 0.17929521), (87, 0.17755926)
143: (276, 0.19632652), (300, 0.19466074), (282, 0.17927347), (125, 0.14233117), (239, 0.13116187), (91, 0.13002072), (31, 0.12961163), (435, 0.12551145), (651, 0.12018547), (582, 0.11175934)
199: (300, 0.13413629), (282, 0.09713093), (713, 0.09206163), (582, 0.09202403), (42, 0.0843267), (87, 0.0839603), (124, 0.083086856), (125, 0.080663025), (651, 0.07922686), (283, 0.07665135)
202: (313, 0.12594342), (735, 0.06592552), (276, 0.058223672), (300, 0.0560696), (282, 0.053012047), (91, 0.05090756), (31, 0.04963013), (582, 0.049607757), (928, 0.04943178), (713, 0.04653825)
277: (313, 0.63337797), (521, 0.5734663), (300, 0.5574971), (282*, 0.52131957), (825, 0.48423776), (42, 0.47055554), (582, 0.4336605), (223, 0.41197494), (125, 0.38110888), (713, 0.3779627)
206: (276, 0.07321205), (282, 0.059074987), (125, 0.051334966), (582, 0.048992954), (87, 0.04479997), (651, 0.044669498), (124, 0.044323158), (713, 0.043907948), (91, 0.042780656), (435, 0.041587185)
76: (45, 0.09055898), (276*, 0.07620967), (825, 0.07551606), (458, 0.07294807), (313, 0.07178795), (956, 0.07059746), (124, 0.065854214), (116, 0.0654027), (521, 0.063361466), (1008, 0.062159922)
314: (728, 0.22848316), (373, 0.22522204), (76, 0.19956827), (956, 0.18219972), (1446, 0.17896038), (270, 0.17165853), (1168, 0.16920504), (684, 0.16511951), (578*, 0.16158208), (1058, 0.15213895)
136: (170, 0.33451006), (300, 0.27022472), (527, 0.266693), (582, 0.24503441), (45, 0.23601083), (628, 0.19817099), (473, 0.19235004), (469, 0.1879466), (651, 0.18506345), (482, 0.18274511)
179: (276, 0.08000677), (282, 0.067702636), (125, 0.061529245), (91, 0.059683487), (651, 0.05676285), (87, 0.055357188), (239, 0.054870684), (124, 0.052991338), (713, 0.050789457), (582, 0.049881533)
4: (313, 0.16551898), (282, 0.112305515), (722, 0.1120406), (270, 0.10468821), (924, 0.09575592), (628, 0.09260887), (373, 0.09251297), (928, 0.09064121), (276, 0.08651168), (825, 0.086190484)
304: (313*, 0.61193866), (276, 0.392578), (282, 0.31943038), (125, 0.2511081), (435, 0.24750584), (651, 0.2331975), (582, 0.2311511), (87, 0.22338453), (628, 0.21913324), (527, 0.21468985)
3: (313, 0.2670313), (276, 0.16246834), (300*, 0.14370537), (282, 0.13077763), (713, 0.12284118), (582, 0.11714546), (42, 0.113096856), (116, 0.10757158), (125, 0.10603281), (928, 0.10575161)
227: (313, 0.755902), (582, 0.6732937), (300, 0.6635029), (223, 0.6452462), (116*, 0.5544521), (42, 0.54921937), (628, 0.5200953), (282, 0.508372), (1101, 0.4794723), (825, 0.47765723)
252: (313, 0.24521996), (582, 0.11928616), (87, 0.110266), (628, 0.11018401), (713, 0.10634071), (170, 0.10505229), (527, 0.10171238), (651, 0.100444764), (282, 0.098628685), (125, 0.09291378)
212: (170, 0.5840118), (519, 0.3873696), (1118, 0.34444803), (101, 0.3370186), (606, 0.3301076), (529, 0.32145286), (490, 0.3187084), (650, 0.31452286), (702, 0.31025898), (549, 0.30891597)
310: (42, 0.21288778), (276, 0.17287885), (313, 0.16099836), (223, 0.15212086), (170, 0.14610083), (83, 0.14199008), (582, 0.13463904), (283, 0.1322713), (1008, 0.12874483), (521, 0.1206716)
35: (628, 0.13562854), (825, 0.13020112), (633, 0.11771736), (313, 0.11472346), (434, 0.11036761), (521, 0.10772503), (276, 0.10670727), (391, 0.10174471), (444, 0.10145747), (236, 0.09749538)
147: (300, 0.122185424), (276, 0.11501487), (282, 0.09160477), (91, 0.08249642), (125, 0.08248568), (713, 0.07914465), (651, 0.07409756), (87, 0.07386804), (239, 0.073325746), (203, 0.07123958)
105: (276, 0.40018436), (300, 0.39628416), (282, 0.3258803), (713, 0.3166501), (125, 0.27932978), (928, 0.25909722), (91, 0.24846947), (87, 0.2454561), (239, 0.23103283), (651, 0.21930884)
34: (313, 0.08760603), (276, 0.04913678), (300, 0.043011606), (42, 0.038507245), (582, 0.038324345), (282, 0.03681608), (116, 0.034872275), (713, 0.034592927), (283, 0.032074776), (270, 0.030631896)
71: (45, 0.12355513), (170, 0.100346155), (124, 0.08520315), (956, 0.08408503), (458, 0.08017023), (735, 0.07606729), (549, 0.07390192), (313, 0.07348601), (713, 0.0716993), (664, 0.06916729)
51: (313, 0.43786708), (528, 0.43355042), (521, 0.35673976), (101, 0.33811116), (684, 0.3145727), (434, 0.26932827), (495, 0.26487026), (180, 0.26439685), (735, 0.26387838), (652, 0.26107866)
204: (313, 0.11315761), (124, 0.08958336), (582, 0.08544271), (276, 0.08379222), (956, 0.07312508), (170*, 0.063893504), (223, 0.06362775), (1101, 0.05856211), (527, 0.056593146), (458, 0.05601618)
315: (521, 0.27228442), (42, 0.2642843), (313, 0.2410242), (582, 0.18866718), (116, 0.17905022), (527, 0.17579506), (435, 0.17358072), (300, 0.15921547), (83, 0.15736015), (639, 0.1511605)
31: (528, 0.5967348), (489, 0.46054685), (521, 0.4272859), (495, 0.41720802), (601, 0.37419578), (614, 0.35337526), (610, 0.3515278), (170, 0.34897444), (615, 0.34130514), (657, 0.34016255)
316: (45, 0.28317386), (42, 0.23795523), (956, 0.21917814), (116, 0.21587738), (124, 0.20891237), (582*, 0.20215844), (458, 0.20139879), (1008, 0.17954688), (297, 0.16640973), (664, 0.1537058)
103: (313, 0.31800732), (276, 0.23970784), (300*, 0.23935795), (521, 0.22865552), (582, 0.22236063), (435, 0.21697488), (83, 0.20895398), (651, 0.18958461), (282, 0.1849785), (223, 0.18486999)
318: (607, 0.2987988), (313, 0.27323064), (606, 0.25961736), (1126, 0.22064151), (608, 0.21446325), (1221, 0.21409725), (656, 0.21353538), (373, 0.21192095), (613, 0.20782648), (1135, 0.20648503)
30: (300, 0.57006687), (276, 0.48092067), (282, 0.41694206), (125, 0.34526014), (239, 0.31966332), (651, 0.31294355), (91, 0.30351794), (87, 0.28128225), (418, 0.27402353), (203, 0.25202507)
120: (313, 0.1821214), (276, 0.11968102), (300, 0.10395137), (628, 0.08935284), (125*, 0.08747949), (270, 0.08659654), (713, 0.0853407), (825, 0.08206183), (31, 0.07890931), (928, 0.07782327)
46: (313*, 0.59386307), (276, 0.38090527), (282, 0.35988984), (31, 0.2736961), (582, 0.23920466), (628, 0.23020403), (651, 0.22550708), (87, 0.2242851), (435, 0.22004254), (684, 0.21493113)
289: (313, 0.52040184), (276, 0.3260583), (31, 0.30924335), (300, 0.2980987), (628, 0.21528722), (684, 0.20877925), (582, 0.19395913), (924, 0.19264795), (87, 0.18327734), (239, 0.18274765)
209: (313, 0.09453145), (300, 0.06149608), (42, 0.05242725), (282, 0.051117554), (582, 0.04861735), (713, 0.044357236), (825, 0.04326703), (116, 0.042732287), (283, 0.040506296), (87, 0.040174074)
261: (270, 0.19667286), (373, 0.17989488), (236, 0.17713617), (652, 0.16532746), (940, 0.16349724), (541, 0.14580294), (313, 0.1447741), (1244, 0.14293048), (871, 0.14244166), (391, 0.14152727)
88: (300*, 0.12030848), (276, 0.11627179), (282, 0.08945084), (91, 0.07992975), (435, 0.078737356), (125, 0.07553206), (582, 0.07482861), (651, 0.073641226), (316, 0.07363259), (239, 0.07090978)
9: (528, 0.09550519), (470, 0.09139979), (276*, 0.08301642), (83, 0.07911007), (519, 0.07858098), (42, 0.07393681), (157, 0.07322056), (226, 0.07312072), (435, 0.072451465), (223, 0.07181935)
247: (313, 0.33054197), (124, 0.20613426), (276, 0.1580601), (527, 0.13614078), (582, 0.13500738), (651, 0.12969896), (282, 0.121958956), (435, 0.12040334), (125, 0.115258515), (87, 0.11230896)
321: (528, 0.30050385), (490, 0.29317236), (489, 0.26642382), (606, 0.24879885), (525, 0.22779527), (675, 0.22340338), (613, 0.21923026), (610, 0.21672171), (136, 0.21201925), (638, 0.21199071)
266: (300, 0.16774575), (282, 0.14817277), (42, 0.14007562), (582, 0.13968077), (125, 0.11734983), (116, 0.11327875), (713, 0.11296732), (87, 0.111414276), (651, 0.10436194), (223, 0.09989796)
74: (282, 0.12557396), (713, 0.120712854), (628, 0.116394594), (125, 0.112456605), (582, 0.10696548), (87, 0.10095896), (651, 0.09727573), (123, 0.09661235), (928, 0.09447196), (825, 0.09231589)
238: (313, 0.12144577), (276, 0.09418602), (282, 0.08923506), (270, 0.07320135), (628, 0.07285926), (722, 0.068653025), (924, 0.06846912), (582, 0.06846042), (825, 0.06367402), (42, 0.058211375)
319: (628, 0.093594305), (825, 0.07127283), (270, 0.0700025), (924, 0.06774399), (276, 0.0638317), (282, 0.06340352), (342, 0.06302272), (124, 0.058892496), (833, 0.050906703), (300, 0.050699778)
323: (313, 0.29114226), (735, 0.17900899), (276, 0.17881757), (825, 0.17817901), (928, 0.16757202), (42, 0.15674281), (628, 0.14442007), (549, 0.13237543), (123, 0.13111813), (170, 0.12765014)
67: (342, 0.12500368), (270, 0.124956094), (373, 0.118021056), (652, 0.116336524), (83, 0.11104984), (628, 0.10428787), (236, 0.09812166), (541, 0.095637955), (924, 0.094983734), (940, 0.09326972)
211: (313, 0.11733741), (435, 0.056242846), (276, 0.051946446), (657, 0.051441457), (434, 0.0477272), (527, 0.044510297), (83, 0.044450026), (428, 0.04296675), (652, 0.041572634), (282, 0.03864115)
98: (527, 0.34791613), (124, 0.33795848), (157, 0.32628533), (482, 0.27048233), (170, 0.23496296), (45, 0.23462912), (582, 0.22728002), (434, 0.22427745), (647, 0.2239387), (223, 0.22345246)
12: (31, 1.1262211), (313, 0.8840956), (124, 0.797946), (226, 0.7030284), (549, 0.6883146), (45, 0.6571161), (527, 0.6451884), (582, 0.64185727), (63, 0.6105032), (969, 0.59985477)
40: (313, 0.14225999), (276, 0.0808615), (282, 0.061675355), (582, 0.056544065), (116, 0.05045387), (713, 0.05015411), (125, 0.049907792), (87, 0.048820186), (42, 0.046818994), (283, 0.045690335)
258: (276, 0.21556553), (282, 0.18955465), (435, 0.15970184), (125, 0.1483497), (239, 0.13673787), (91, 0.13528192), (651, 0.13407306), (582, 0.121573746), (87, 0.11815177), (24, 0.115067646)
228: (300, 0.538866), (276, 0.45538127), (91, 0.44199345), (435, 0.4226804), (239, 0.4181475), (527, 0.4024877), (316, 0.37410676), (282, 0.36111456), (418, 0.35931376), (125, 0.33670247)
325: (45, 0.05814076), (170, 0.05712589), (435*, 0.05595408), (519, 0.053798582), (124, 0.053623118), (313*, 0.053059403), (157, 0.052443266), (528, 0.04919406), (675, 0.046226628), (582, 0.044090897)
320: (628, 0.081392206), (31, 0.081029475), (282, 0.07474236), (521, 0.06659906), (313, 0.06369072), (684, 0.062247597), (924, 0.06137024), (825*, 0.056033313), (356, 0.05594811), (722, 0.05532432)
326: (489, 1.7968259), (101, 1.6772096), (650, 1.6648095), (601, 1.516072), (136*, 1.4808843), (613*, 1.4416519), (495, 1.4412944), (502, 1.4380143), (490, 1.3349906), (656, 1.3104346)
327: (45, 0.54855204), (458, 0.44519576), (956, 0.43748307), (656, 0.4330827), (639, 0.3855975), (637, 0.35705808), (664, 0.35501757), (1008, 0.31496248), (1135, 0.29322124), (607, 0.2907006)
183: (31, 0.6454682), (521, 0.5908282), (157, 0.5768262), (735, 0.4611933), (684, 0.39783204), (90, 0.37552392), (67, 0.37220475), (63, 0.3532266), (101, 0.3451883), (420, 0.33547294)
328: (458, 0.3808272), (45, 0.33125818), (629, 0.26637605), (1226, 0.26611537), (1101, 0.25581044), (656, 0.25084227), (297, 0.24541467), (67, 0.22984003), (722, 0.22203737), (420, 0.22193868)
322: (226, 0.7340845), (276, 0.7120669), (31, 0.70892686), (300, 0.6956974), (435, 0.6643969), (527, 0.58589643), (481, 0.4943269), (633, 0.48139203), (628, 0.48092225), (528*, 0.47737008)
330: (735, 0.76984847), (313, 0.6538082), (928, 0.47135073), (713, 0.44476223), (124, 0.43847057), (606, 0.40833622), (684, 0.38402063), (123, 0.37850347), (722, 0.35915914), (45, 0.34962076)
27: (313, 0.115678325), (276, 0.074693315), (713, 0.0742497), (825, 0.0716999), (628, 0.070848204), (928, 0.06250381), (300, 0.061309744), (282, 0.058852013), (125, 0.053323317), (924, 0.04777956)
331: (170, 0.16503033), (45, 0.14521073), (956, 0.09492245), (582, 0.09453665), (549, 0.09224987), (527, 0.08193253), (469, 0.081874564), (157, 0.080555774), (473, 0.07823105), (606, 0.07419772)
332: (924, 1.6047341), (722, 1.3805082), (735, 1.2793798), (67, 1.1970305), (270, 1.1836501), (420, 1.1689198), (825, 1.1557326), (783, 1.1224275), (636, 1.0994729), (63, 1.0867379)
329: (582, 0.22318752), (956, 0.222042), (223, 0.19886768), (45, 0.19345799), (458, 0.18618056), (628, 0.17477217), (300*, 0.16343932), (282*, 0.16033962), (1101, 0.15981373), (313*, 0.15734574)
86: (313, 0.13133441), (276, 0.0973777), (582, 0.07609791), (282, 0.07160645), (116, 0.06478397), (42, 0.062451754), (956, 0.060220342), (1101, 0.05883078), (283, 0.057623826), (87, 0.057370026)
139: (956, 0.21656258), (45, 0.18186353), (223, 0.15620925), (42, 0.15481026), (1226, 0.14508232), (582, 0.13675004), (1008, 0.13442081), (1101, 0.11482886), (722, 0.10405039), (116, 0.096328385)
300: (270, 0.11979536), (825, 0.11200111), (628, 0.10959841), (42, 0.10250783), (276, 0.1010576), (282, 0.08782704), (342, 0.08776181), (924, 0.07875152), (300*, 0.06692991), (713, 0.065625176)
163: (313, 0.72865164), (276, 0.342406), (282, 0.29725844), (435, 0.27826765), (125, 0.24825187), (582, 0.24800432), (91, 0.24682477), (239, 0.2343996), (651, 0.23338644), (527, 0.22466116)
333: (313, 1.2035979), (527, 0.4553309), (282, 0.43703336), (582, 0.4105646), (651, 0.39870256), (91, 0.38148335), (239, 0.36513245), (125, 0.36222786), (418, 0.3397001), (87, 0.31373653)
334: (313*, 0.11611525), (956, 0.113181636), (223*, 0.109708294), (458, 0.10127869), (1101, 0.08320288), (45, 0.07964501), (435, 0.07436472), (639, 0.06442761), (180, 0.059863575), (1643, 0.05749241)
39: (276, 0.47022194), (282, 0.37386423), (91, 0.3697099), (125, 0.3518048), (239, 0.3413304), (713, 0.3353964), (203, 0.31757143), (651, 0.31290036), (87, 0.31223643), (418, 0.29569164)
324: (313, 0.15906641), (628, 0.113719985), (342, 0.09579006), (924, 0.09081786), (1446, 0.08276236), (825, 0.08089777), (87, 0.07609593), (582, 0.07520514), (833, 0.07393616), (651, 0.073545404)
132: (170, 0.67916775), (628, 0.5575917), (45, 0.5090042), (825, 0.40979454), (527, 0.40649822), (276, 0.40247625), (223, 0.40034297), (481, 0.38684973), (469, 0.3666869), (633, 0.35665065)
336: (684, 0.087133765), (373, 0.08208482), (735, 0.07904915), (31, 0.069714904), (282*, 0.067180954), (159, 0.067147136), (924, 0.06531133), (541, 0.06135072), (728, 0.061103202), (270, 0.06089225)
335: (270, 0.22410439), (722, 0.20531757), (928, 0.19464839), (713, 0.19073108), (276, 0.17684549), (1446, 0.17665312), (282, 0.17356454), (924, 0.16488506), (825, 0.16416383), (783, 0.16217974)
169: (313, 0.099186055), (276, 0.072814375), (435, 0.06554437), (490, 0.06392904), (136, 0.06162766), (657, 0.05915279), (527, 0.056816325), (124, 0.056694187), (582, 0.0544324), (519, 0.05423999)
338: (519, 0.3000186), (601, 0.2847317), (657, 0.25073975), (489, 0.24734528), (675, 0.24636817), (503, 0.2418988), (528, 0.23973875), (1126, 0.2394738), (136, 0.2376692), (837, 0.23351093)
339: (656, 1.0051968), (420, 0.8962604), (956, 0.84227884), (664, 0.8214114), (537, 0.79021144), (629, 0.7710151), (606, 0.7262404), (502, 0.669064), (458, 0.6251241), (584, 0.62076545)
309: (313, 0.1759064), (276, 0.111242294), (527, 0.08878253), (435, 0.08494071), (582, 0.07908659), (282, 0.0785339), (124, 0.07847901), (651, 0.074920945), (87, 0.06305822), (125, 0.061105337)
342: (45, 1.5282121), (170, 1.0953118), (713, 1.0479319), (549, 1.043437), (735, 0.9458184), (664, 0.9390043), (313, 0.9210872), (825, 0.8873434), (434, 0.8484971), (637, 0.83159655)
340: (157, 0.27915072), (434, 0.25001374), (636, 0.24986283), (735, 0.2443776), (101, 0.2345871), (391, 0.2305663), (633, 0.20724057), (1118, 0.19500645), (537, 0.19439572), (420, 0.19056173)
317: (300*, 0.09248706), (282, 0.08726147), (276, 0.08654939), (125, 0.08116097), (91, 0.07781803), (239, 0.077076375), (928, 0.07487397), (31, 0.07030977), (735, 0.06735004), (713, 0.06690115)
341: (313, 0.0811645), (276, 0.051917695), (628, 0.047708623), (825, 0.04729023), (282, 0.04673906), (300, 0.044799607), (713, 0.04323949), (270, 0.042513713), (928, 0.0380042), (924, 0.037651397)
343: (116*, 0.2723305), (45, 0.25084436), (825, 0.23800555), (434, 0.22636332), (656, 0.21516539), (713, 0.21490674), (313, 0.20701085), (664, 0.20378916), (541, 0.20112635), (639, 0.19999889)
344: (170, 1.8712956), (735, 1.436398), (549, 1.0923288), (606, 1.0732769), (702, 0.85190606), (473*, 0.85011005), (582, 0.8487308), (956, 0.80757016), (313*, 0.7549606), (527, 0.74414694)
345: (276, 2.3754723), (42*, 2.1876256), (527, 2.103038), (735, 2.0773485), (124*, 1.9234862), (45, 1.8880194), (521, 1.8581043), (116, 1.8207222), (282*, 1.7959666), (458, 1.7842451)
346: (735, 1.1385105), (356, 1.0912914), (420, 1.0431082), (159*, 1.0368865), (628, 0.87412685), (722, 0.7999696), (1074, 0.79114926), (924, 0.7815602), (63, 0.7457753), (710, 0.6592482)
347: (521, 1.8319712), (684, 1.7772725), (628, 1.5509489), (67, 1.3499988), (435*, 1.340937), (356*, 1.3200822), (582, 1.2985483), (313, 1.2287557), (63, 1.222996), (924, 1.1656262)
273: (300, 0.3498357), (276, 0.29485106), (91, 0.29104826), (203, 0.27410617), (239, 0.246523), (125, 0.24113882), (928, 0.23481531), (418, 0.23328216), (713, 0.22987197), (282, 0.22925106)
55: (313, 0.21860425), (928, 0.13909353), (713, 0.13679701), (722, 0.121945895), (628, 0.112200074), (270, 0.11212346), (825, 0.10868697), (735, 0.10766166), (123, 0.10742785), (924, 0.09832178)
349: (956, 0.12722708), (1221, 0.102996975), (1446, 0.09743206), (270, 0.09377717), (494, 0.09117032), (170, 0.089281686), (606, 0.087005705), (473, 0.08328547), (582, 0.083119206), (1101, 0.08245705)
348: (282, 0.13892367), (31, 0.12811738), (125, 0.113057375), (722, 0.11007575), (713, 0.10637359), (825, 0.1062142), (300, 0.10417789), (735, 0.09698115), (270, 0.0950285), (356, 0.09157241)
354: (713, 0.083783954), (116*, 0.083739065), (582*, 0.08321392), (300, 0.07472173), (549, 0.0723068), (490, 0.06958652), (519, 0.06272325), (283*, 0.06203309), (493, 0.06146774), (83*, 0.060755346)
351: (276, 0.15240023), (124, 0.11169986), (282, 0.10599839), (87, 0.10178584), (582, 0.10166527), (651, 0.09474798), (713, 0.0926848), (125, 0.0916295), (270, 0.08408787), (116, 0.0839436)
358: (434, 0.12859577), (656, 0.11309636), (675, 0.10118755), (664, 0.092115246), (435, 0.09169541), (519, 0.09048257), (521, 0.088308334), (481, 0.08002876), (502, 0.076426245), (444, 0.075633846)
352: (434, 0.1593699), (435, 0.15865384), (675, 0.15121375), (519, 0.14160159), (613, 0.1402032), (136, 0.13280477), (481, 0.13128716), (601, 0.12693453), (608, 0.12569581), (313, 0.12444239)
360: (527, 1.8153197), (42, 1.5751503), (276, 1.2524993), (124*, 1.2463284), (469, 1.1204677), (180, 1.0688975), (528, 1.021586), (458, 0.9865352), (470, 0.9770383), (313, 0.96209335)
363: (83, 0.095027134), (527, 0.07391937), (205, 0.06965845), (373, 0.066763885), (582*, 0.065482475), (276, 0.06091406), (510, 0.0605572), (969, 0.060207296), (521, 0.05913833), (300, 0.05816112)
355: (313, 0.21181826), (628, 0.18833616), (825, 0.15480077), (282, 0.15002766), (924, 0.1410061), (276, 0.13875209), (713, 0.13846937), (270, 0.1362576), (928, 0.1321587), (125, 0.120121226)
362: (276, 0.6111723), (282, 0.48734772), (91, 0.47883543), (435, 0.46503004), (651, 0.46256632), (239, 0.4491224), (125, 0.44611755), (87, 0.4048633), (418, 0.39630467), (316, 0.3741059)
357: (313, 0.3566271), (628, 0.28795826), (276, 0.24907185), (633, 0.23652156), (549, 0.23620142), (42, 0.22048524), (735, 0.21298654), (722, 0.19140776), (924, 0.18622084), (584, 0.18139987)
356: (276, 0.45456555), (282, 0.37765634), (91, 0.37536028), (239, 0.35695615), (125, 0.34652263), (435, 0.3339465), (651, 0.3286812), (418, 0.30672082), (203, 0.29926762), (87, 0.2972261)
361: (527*, 1.1541634), (521, 1.1447289), (313, 0.8733638), (582, 0.8060233), (42, 0.7883208), (223, 0.7805933), (470, 0.74290335), (300, 0.7270495), (435*, 0.7174686), (170*, 0.71034914)
365: (313, 0.84441644), (300, 0.55497175), (582, 0.45167062), (527, 0.4451594), (170, 0.42260662), (628, 0.40187293), (651, 0.3842898), (282, 0.37428042), (116, 0.36533844), (83, 0.3552835)
350: (502, 0.40387), (528, 0.3673339), (481, 0.36684597), (519, 0.34158462), (527, 0.3394745), (521, 0.33862802), (300, 0.33569577), (313, 0.33134356), (124, 0.32888094), (434, 0.3279138)
367: (633, 0.30377045), (226, 0.264952), (825, 0.25367546), (420, 0.24842715), (584, 0.2440739), (628, 0.2336091), (31, 0.23061566), (159, 0.22510391), (444, 0.2196295), (928, 0.20923671)
368: (825, 0.15632841), (633, 0.15021001), (584, 0.14528663), (928, 0.13756931), (159, 0.13628225), (31, 0.13597308), (735, 0.13576554), (226, 0.12891042), (722, 0.12787594), (562, 0.12767206)
371: (313, 0.92783356), (83, 0.6637197), (521, 0.62639534), (428, 0.548576), (276, 0.5314319), (316, 0.50308084), (223, 0.4776061), (300, 0.47162518), (582, 0.4678552), (91, 0.44316956)
373: (67, 0.22611433), (1074, 0.20502588), (1221, 0.1621004), (636, 0.141659), (76, 0.1413301), (41, 0.13920686), (1168, 0.13747305), (728, 0.13396087), (470, 0.13068435), (710, 0.12821786)
370: (601, 0.19174571), (313, 0.18866734), (675, 0.18823789), (434, 0.17681678), (519, 0.17555512), (615, 0.15237093), (389, 0.150857), (656, 0.14485888), (1126, 0.14086477), (489, 0.13495846)
374: (31*, 1.5022855), (42, 0.8449481), (924*, 0.80106854), (633, 0.78542596), (45, 0.75550395), (584, 0.7456763), (684*, 0.74506116), (420, 0.7423026), (549, 0.72439325), (722, 0.71616584)
372: (420, 0.22559796), (1135, 0.18571447), (656, 0.1845651), (226, 0.18441032), (45, 0.18399604), (633, 0.16902445), (825, 0.16759439), (722, 0.16529883), (636, 0.16442455), (664, 0.16121452)
337: (31, 0.07573264), (684, 0.07215659), (226, 0.061921854), (159, 0.055849083), (722, 0.05135048), (356, 0.051129825), (282, 0.05110392), (420, 0.050377045), (157, 0.050143857), (521, 0.050105378)
378: (549*, 2.0476942), (76, 1.928058), (45, 1.9160119), (628, 1.6737971), (464, 1.3570509), (467, 1.3137786), (1188, 1.3087339), (637, 1.3047928), (124, 1.2159702), (783, 1.2113782)
366: (45, 0.19347677), (656, 0.19274324), (420, 0.18639843), (664, 0.16572197), (639, 0.16393994), (1135, 0.15595715), (444, 0.14181554), (434, 0.13820505), (159, 0.13749117), (633, 0.13666844)
377: (628, 0.14770421), (713, 0.13452893), (825, 0.13139887), (928, 0.12972337), (282, 0.11800527), (735, 0.11575736), (123, 0.11552744), (924, 0.110298984), (276, 0.1042697), (236, 0.10311525)
